"","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracELT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracERT","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.fracsym","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanELT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meanERT","co.meansym","co.meansym","co.meansym","co.meansym","co.meansym","co.meansym","co.meansym","co.meansym","co.meansym","co.meansym","co.numELT","co.numELT","co.numELT","co.numELT","co.numELT","co.numELT","co.numELT","co.numELT","co.numELT","co.numELT","co.numERT","co.numERT","co.numERT","co.numERT","co.numERT","co.numERT","co.numERT","co.numERT","co.numERT","co.numERT","co.numsym","co.numsym","co.numsym","co.numsym","co.numsym","co.numsym","co.numsym","co.numsym","co.numsym","co.numsym"
"92",0.993351,0.990436,0.992927,0.994494,0.991051,0.988104,0.989946,0.995202,0.991407,0.99255,0.991873,0.995001,0.990858,0.995204,0.990002,0.992615,0.991495,0.994945,0.99138,0.991911,0.992202,0.993248,0.994242,0.993278,0.991673,0.991275,0.988967,0.992513,0.990497,0.994458,4775.72596153846,3641.30882352941,4171.96218487395,3683.31111111111,4028.66260162602,3326.9494949495,3172.90384615385,4976.01,4030.10975609756,4771.875,4549.87614678899,4145.8375,2775.51260504202,4565.15596330275,2894.74269005848,3557.75985663082,3147.60317460317,3540.72953736655,3827.72200772201,3456.13588850174,2756.11666666667,2489.34335839599,3228.05844155844,3355.66891891892,2078.97903563941,2232.60135135135,2108.67164179104,2456.71534653465,2303.48139534884,3239.27687296417,208,272,238,270,246,297,312,200,246,208,218,240,357,218,342,279,315,281,259,287,360,399,308,296,477,444,469,404,430,307
"93",0.963267,0.961933,0.964483,0.966815,0.966564,0.966141,0.961543,0.966476,0.965339,0.972633,0.968534,0.953926,0.963056,0.964527,0.957971,0.965102,0.962347,0.965533,0.965889,0.962155,0.966591,0.957957,0.960757,0.961828,0.962729,0.956135,0.96313,0.959866,0.962675,0.962929,918.271687321258,807.668345927792,880.806392694064,942.314814814815,884.322049405307,873.5452079566,828.916379310345,981.193908629442,884.820348304308,1023.82421052632,939.41222114452,861.721770551039,957.312127236581,941.001951219512,770.692679002414,808.970662196144,956.607355864811,963.605788423154,843.571179039301,981.790816326531,578.797005988024,552.455017301038,585.82743902439,591.530135301353,561.030885780886,496.951663201663,583.008474576271,551.330269959793,562.310163551402,569.106973995272,1049,1191,1095,1026,1093,1106,1160,985,1091,950,1031,1107,1006,1025,1243,1193,1006,1002,1145,980,1670,1734,1640,1626,1716,1924,1652,1741,1712,1692
"94",0.91082,0.905658,0.902303,0.900621,0.886904,0.900375,0.907401,0.906451,0.888841,0.898497,0.900177,0.897786,0.90531,0.895541,0.90667,0.888342,0.899003,0.905549,0.909791,0.899751,0.899137,0.892918,0.899329,0.909592,0.894477,0.897835,0.913321,0.90973,0.898797,0.905641,360.577988915281,366.514771347633,363.245974235105,369.409762100082,367.096026490066,358.001988071571,371.277004909984,378.476409185804,334.150751879699,360.552568218299,361.226725521669,349.197199533256,382.794926004228,366.724406224406,389.965591397849,325.042810098793,319.248224431818,376.997918401332,389.799057412168,376.780150753769,252.141615255188,229.778178075142,254.11952528963,268.553882491881,235.823095175323,247.746964679912,281.281490606714,252.352288488211,228.992866242038,269.857270560191,2526,2471,2484,2438,2416,2515,2444,2395,2660,2492,2492,2571,2365,2442,2325,2733,2816,2402,2334,2388,3566,3886,3539,3387,3793,3624,3247,3605,3925,3356
"95",0.826312,0.810563,0.803727,0.802146,0.790811,0.793867,0.780922,0.760286,0.814692,0.812884,0.794001,0.812361,0.798126,0.809995,0.791997,0.780571,0.788805,0.793082,0.80629,0.796936,0.779665,0.81221,0.813965,0.809439,0.785908,0.791669,0.789413,0.791023,0.783857,0.815124,222.905853790127,218.362877155172,212.457573354481,199.638128422101,184.338228438228,196.989330024814,204.162614379085,190.404708239419,200.960039467193,202.109398309299,199.14747930775,205.038112064614,187.44152184124,205.843710292249,187.056447803496,181.485933503836,183.913499650268,196.794540942928,201.5725,196.241319871953,127.751106013436,131.788090215804,141.411570535094,134.458305647841,133.521576622494,131.179618889809,121.898239654107,129.315514140919,132.341212223535,137.573670886076,3707,3712,3783,4018,4290,4030,3825,3993,4054,4022,3987,3962,4258,3935,4234,4301,4289,4030,4000,4061,6103,6163,5756,6020,5886,6035,6476,6117,5923,5925
"96",0.672261,0.661816,0.667776,0.681532,0.672934,0.68141,0.652545,0.643844,0.673393,0.684856,0.680064,0.659945,0.674225,0.653897,0.634921,0.654289,0.668843,0.664098,0.680587,0.659898,0.674436,0.670087,0.68563,0.656761,0.636961,0.657127,0.682313,0.682961,0.660661,0.647712,126.36484962406,130.638768258981,141.29834955565,132.46491739553,120.209717756342,128.205079962371,128.40318772137,124.294208494208,125.820814648729,138.859691808597,131.565873476494,127.871536523929,132.252844252648,126.430201082753,126.402747362134,134.877138734282,127.934774292272,127.392672165739,131.59068058778,135.280442804428,85.1775700934579,88.6475724302156,91.3564290473018,83.6212121212121,84.7022606382979,87.279452782574,90.4804402599125,84.8820531941337,87.6092030234717,80.4211571889744,5320,5066,4726,5145,5598,5315,5082,5180,5352,4932,5169,5161,5098,5172,5023,4851,5228,5213,5172,4878,7918,7559,7505,7854,7520,7529,7541,8046,7541,8054
"97",0.531569,0.477379,0.517133,0.472666,0.509203,0.492876,0.477187,0.473858,0.504785,0.484365,0.495282,0.451893,0.513934,0.512577,0.46395,0.495694,0.506713,0.485071,0.488012,0.48113,0.523107,0.47686,0.506862,0.507507,0.478417,0.49082,0.490042,0.507181,0.486513,0.507631,94.0830088495575,90.8601065854587,93.7174700978616,87.159505808593,93.9662299317217,90.1547466617889,95.9748592115849,92.1723400116709,92.1645061164871,87.4462899440332,92.7668102640944,91.7735580828595,94.1271062271062,92.7405464085399,88.9815880322209,93.4918898528857,89.7472546935884,94.3534331842054,87.8825859895552,90.5060195635816,62.1488653914696,59.7269539078156,63.3735933983496,67.0330207370229,63.8144591169801,61.2147667747568,64.3944809461235,60.5444669929569,66.1652386780906,61.4267909002904,5650,5254,5518,5423,5419,5467,4972,5141,5477,5539,5339,4924,5460,5527,5214,5302,5646,5141,5553,5316,8417,7984,7998,7571,7497,8018,7610,8377,7353,8264
"98",0.273521,0.27377,0.27116,0.282144,0.241123,0.296495,0.269232,0.26757,0.314608,0.274102,0.263006,0.280451,0.278036,0.265562,0.261191,0.330015,0.267659,0.294768,0.312496,0.22131,0.299785,0.23829,0.304254,0.262689,0.295025,0.300574,0.285131,0.283042,0.292382,0.307005,67.07233938205,70.6868060934676,71.4519104084321,69.0344996329826,64.1114065408136,67.9255441008018,73.002169197397,72.8279804028307,76.1393998063892,68.6800300676522,71.7419530823786,70.2708594337259,74.2022951694689,71.1390302705599,70.6685606060606,67.0762195121951,63.8651873061322,73.3253731343284,67.8748913987837,69.2242727557085,48.6742977756129,45.1306818181818,50.8871048670346,48.9269882659713,47.0834663262049,48.2384849943829,49.2624395300622,47.634129922585,50.7872155636616,49.2231842231842,4078,3873,3795,4087,3761,4365,3688,3674,4132,3991,3666,3991,3747,3733,3696,4920,4191,4020,4604,3197,6159,5280,5979,5369,6266,6231,5788,5942,5757,6237
"99",0.053862,0.045144,0.00881,0.000632,0.030822,0.008328,0.009624,0.067538,0.03035,0.02118,0.120537,0.006374,0.00548,0.004444,0.03685,0.020972,0.017482,0.002277,0.024431,0.053386,0.028585,0.008905,0.017081,0.006613,0.025161,0.036313,0.027714,0.028316,0.058143,0.034237,56.5183630640084,49.7728776185226,64.7794117647059,63.2,54.8434163701068,55.52,58.6829268292683,52.3956555469356,64.1649048625793,62.6627218934911,57.480686695279,57.9454545454545,70.2564102564103,44.8888888888889,56.3455657492355,54.1912144702842,70.2088353413655,35.578125,59.4428223844282,59.3837597330367,40.5460992907801,51.4739884393064,46.7972602739726,45.9236111111111,47.6534090909091,36.7168857431749,40.8159057437408,33.7497020262217,35.0048163756773,39.4435483870968,953,907,136,10,562,150,164,1289,473,338,2097,110,78,99,654,387,249,64,411,899,705,173,365,144,528,989,679,839,1661,868
"100",1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"101",1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",0.999579,0.999317,0.99962,0.999837,0.999279,0.999688,0.999447,0.999926,0.999742,0.999174,0.999727,0.999783,0.99975,0.999834,0.999788,0.999589,0.999845,0.999656,0.999766,0.999322,0.99946,0.999347,0.999674,0.999313,0.999203,0.999657,0.999503,0.999768,0.999848,0.999775,47599,34459.2068965517,58801.1764705882,52623,21261.2553191489,39987.52,35694.5357142857,99992.6,31241.9375,23789.8571428571,35704.5357142857,66652.2,39990,45447,38453.3846153846,32244.8064516129,58814.4117647059,30292.6060606061,35705.9285714286,22207.1555555556,22210.2222222222,33311.5666666667,25632.6666666667,18169.3272727273,10517.9263157895,18512.1666666667,16121.0161290323,27020.7567567568,37031.4074074074,31242.96875,21,29,17,19,47,25,28,10,32,42,28,15,25,22,26,31,17,33,28,45,45,30,39,55,95,54,62,37,27,32
"103",0.990809,0.992581,0.992533,0.991068,0.99126,0.990931,0.991775,0.992762,0.992802,0.992458,0.992229,0.990215,0.992664,0.99317,0.993627,0.99419,0.991863,0.992516,0.991323,0.992339,0.990841,0.990341,0.993052,0.992303,0.9937,0.992859,0.990964,0.993149,0.992218,0.992945,1705.35111876076,2220.53914988814,1879.79734848485,1909.57225433526,1974.62151394422,1859.15759849906,1914.62355212355,2158.17826086957,2177.19736842105,1851.60074626866,2080.14465408805,1710.21588946459,2112.05106382979,1998.32997987928,1967.57821782178,2312.06976744186,1896.48757170172,2025.54285714286,2035.57084188912,2111.35957446809,1125.95568181818,1201.87014563107,1358.48426812585,1223.55487053021,1514.78658536585,1375.15096952909,1174.12796208531,1313.68915343915,1226.47466007417,1268.12899106003,581,447,528,519,502,533,518,460,456,536,477,579,470,497,505,430,523,490,487,470,880,824,731,811,656,722,844,756,809,783
"104",0.961426,0.96244,0.962378,0.959764,0.963823,0.96315,0.959236,0.963576,0.961201,0.961393,0.962631,0.961124,0.96383,0.960733,0.96333,0.962328,0.967077,0.959984,0.967355,0.962816,0.960375,0.960119,0.967961,0.958395,0.959077,0.958096,0.96277,0.961049,0.959236,0.960344,431.326155226559,422.493415276558,476.89692765114,450.381980290943,477.849776896381,462.830370014416,435.027664399093,454.731477111845,439.105070808588,453.701274185937,453.216101694915,455.509004739336,460.062052505967,456.839277223015,490.743759551707,434.459593679458,461.832378223496,418.11149825784,497.610596707819,443.489636112391,274.864052661706,302.590293098015,332.176046671242,299.124531835206,279.859060402685,280.063139432914,309.17469492614,297.35426980198,290.06229210765,306.525375039898,2229,2278,2018,2131,2017,2081,2205,2119,2189,2119,2124,2110,2095,2103,1963,2215,2094,2296,1944,2171,3494,3173,2914,3204,3427,3421,3114,3232,3307,3133
"105",0.902368,0.901491,0.899107,0.899653,0.899007,0.904048,0.905015,0.908802,0.901115,0.903563,0.897766,0.897099,0.896671,0.899893,0.896131,0.893831,0.903059,0.904897,0.905994,0.90184,0.900477,0.902666,0.906771,0.903148,0.901808,0.894252,0.902636,0.90445,0.908473,0.905119,195.529360780065,180.877006420546,183.678651685393,193.432165125779,190.548325561679,193.420624732563,189.175376254181,186.688989317995,192.99957164275,192.780669938127,186.490652264229,186.934569702021,190.133799830365,182.460056772101,188.14423682553,179.592324693591,186.50536968195,196.802305350152,194.044549153994,194.866032843561,124.203724137931,123.483720930233,125.279220779221,126.81100814378,122.130010834236,115.685899094437,126.75691616346,123.49126160568,132.953753841651,123.768494461917,4615,4984,4895,4651,4718,4674,4784,4868,4669,4687,4814,4799,4716,4932,4763,4977,4842,4598,4669,4628,7250,7310,7238,7122,7384,7730,7121,7324,6833,7313
"106",0.801709,0.811413,0.804862,0.802448,0.808162,0.807209,0.797717,0.80096,0.811797,0.805322,0.806815,0.797947,0.815433,0.800579,0.802031,0.804688,0.796673,0.796886,0.794861,0.817625,0.802737,0.79468,0.80335,0.806988,0.796416,0.799064,0.805271,0.800271,0.80431,0.801243,105.169749442477,101.515451019642,99.7227109404039,102.983572895277,104.643532306099,102.672220808954,102.944508968899,103.724423724424,104.089883318374,102.328081321474,103.120526584867,103.414593053396,103.036770280516,104.719293655984,102.052551215167,101.679049785191,101.512869520897,98.2839171188949,99.7316185696361,104.515531126166,68.2019541206457,67.5575958513984,68.2772395036546,68.6973695411594,66.8919872333277,67.9014276002719,70.4770698407142,68.9829325058185,67.6231713468976,71.2405974926647,7623,7993,8071,7792,7723,7862,7749,7722,7799,7870,7824,7716,7914,7645,7859,7914,7848,8108,7970,7823,11770,11763,11766,11747,11906,11768,11426,11601,11894,11247
"107",0.682406,0.672471,0.665699,0.679969,0.668729,0.663964,0.658851,0.668232,0.680696,0.665542,0.659728,0.66401,0.657529,0.685091,0.675531,0.677361,0.658203,0.683228,0.66411,0.660301,0.677594,0.66308,0.655222,0.661742,0.664911,0.666229,0.667128,0.661,0.668021,0.664535,66.356087125632,65.7544734526254,66.8372489959839,65.0688038277512,66.8595280943811,65.9872788709998,63.6632524881631,64.0068965517241,67.2026853588706,65.1980799373041,64.7871943435137,62.9930746608481,64.1053914399922,67.0802898266915,68.533123668459,66.9064598972738,65.1363681345868,67.841127991262,66.838768115942,65.2084732372111,44.4149187205034,44.7482791199892,43.8774526217103,44.4838666308147,43.9552455873604,43.0436102855666,43.9246773768765,43.2563313919246,43.1510238356695,45.0074500507958,10284,10227,9960,10450,10002,10062,10349,10440,10129,10208,10183,10541,10257,10213,9857,10124,10105,10071,9936,10126,15256,14818,14933,14876,15127,15478,15188,15281,15481,14765
"108",0.491562,0.495202,0.499508,0.483986,0.523068,0.501811,0.510365,0.502686,0.485479,0.484636,0.492344,0.512467,0.491385,0.482955,0.502451,0.499364,0.496774,0.505177,0.493233,0.479198,0.493195,0.510123,0.488487,0.500023,0.489575,0.493648,0.470461,0.501135,0.477644,0.495335,47.5214617169374,45.157942732081,46.2079555966697,46.5192233756248,46.7860465116279,47.3138789364511,47.4669828869048,46.1900211338785,46.4973661526674,45.6643738810892,45.7909226190476,45.9735354803983,47.8979432693245,47.0074946466809,47.5760818104346,47.4049743687108,46.5100646006928,45.8584785766158,45.9933793360686,45.6683503287906,31.4096930327347,31.7655520269008,30.8174247681534,30.558149483591,30.8704836370515,30.7760598503741,31.6851427801724,31.5258555611475,30.3574424812508,31.4179246479767,10344,10966,10810,10404,11180,10606,10752,10883,10441,10613,10752,11147,10259,10274,10561,10534,10681,11016,10724,10493,15702,16059,15851,16363,15859,16040,14848,15896,15734,15766
"109",0.284256,0.297165,0.285915,0.273928,0.283164,0.273373,0.291576,0.296644,0.267351,0.27235,0.281065,0.281431,0.292438,0.281014,0.27536,0.286931,0.295293,0.275051,0.282224,0.276079,0.28632,0.279112,0.268626,0.285807,0.252022,0.271177,0.26798,0.249338,0.290562,0.283834,34.56,34.9318208534148,34.7532514889996,35.2818134981968,35.7485166014392,35.4110103626943,34.9150999880254,36.1760975609756,35.0532319391635,34.7385204081633,36.3367808661926,34.6248769685039,34.8099035829068,36.1386316872428,35.7146562905318,34.7584494245912,35.091265597148,35.2493912597719,35.5759485692676,35.3811354607202,23.9778912988862,24.0634537460126,23.1833951842582,23.3769834778341,23.3808331014009,23.9048836389281,23.8501245995016,22.9002571638501,23.563539047928,23.9724662162162,8225,8507,8227,7764,7921,7720,8351,8200,7627,7840,7735,8128,8401,7776,7710,8255,8415,7803,7933,7803,11941,11599,11587,12226,10779,11344,11236,10888,12331,11840
"110",0.025962,0.011754,0.009297,0.018934,0.015513,0.003743,0.007528,0.011985,0.020505,1.7e-05,0.024077,0.017742,0.011323,0.003127,0.016338,0.022965,0.009085,0.017434,0.01969,0.008922,0.012814,0.007031,0.002218,0.002823,0.006114,0.000194,0.000508,0.001236,0.015682,0.001407,28.4983534577387,24.5899581589958,27.5059171597633,29.8173228346457,29.9478764478764,22.6848484848485,33.7578475336323,29.8877805486284,31.9392523364486,5.66666666666667,28.0617715617716,25.9765739385066,29.8759894459103,33.2659574468085,26.4797406807131,25.460088691796,28.8412698412698,31.872029250457,30.6220839813375,27.7943925233645,19.0684523809524,16.9014423076923,16.6766917293233,17.9808917197452,19.5961538461538,9.7,31.75,15.0731707317073,20.2087628865979,19.8169014084507,911,478,338,635,518,165,223,401,642,3,858,683,379,94,617,902,315,547,643,321,672,416,133,157,312,20,16,82,776,71
"111",1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"112",9.3e-05,0.000111,7.4e-05,9.4e-05,8.1e-05,9.6e-05,8.6e-05,9.3e-05,9.1e-05,0.000102,9.6e-05,0.000107,0.000105,8.8e-05,9.5e-05,0.000101,8.2e-05,8.5e-05,8.3e-05,9.2e-05,8.7e-05,0.000106,0.000118,9.9e-05,9.6e-05,9e-05,9.3e-05,9.7e-05,8.3e-05,7.8e-05,93,111,74,94,81,96,86,93,91,102,96,107,35,44,95,101,82,85,83,92,87,106,39.3333333333333,99,96,90,46.5,97,83,78,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1
"113",4.6e-05,5.5e-05,4.6e-05,3.9e-05,4.8e-05,6.1e-05,4.1e-05,5.1e-05,4.4e-05,3.5e-05,5.4e-05,4.3e-05,4.6e-05,4.6e-05,4.5e-05,4.8e-05,5e-05,4.2e-05,4.8e-05,3.9e-05,5.3e-05,5.4e-05,5.2e-05,5.4e-05,3.6e-05,5e-05,3.9e-05,5.7e-05,4.4e-05,4.6e-05,46,27.5,46,39,48,61,41,25.5,44,35,54,43,23,15.3333333333333,45,48,50,42,48,39,53,54,52,54,12,50,39,28.5,44,46,1,2,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1
"114",2.5e-05,2.9e-05,3.4e-05,3.1e-05,2.7e-05,2.8e-05,2.6e-05,3.5e-05,4e-05,2.3e-05,2.5e-05,2.9e-05,3.7e-05,2.9e-05,3.5e-05,2.5e-05,2.9e-05,3.9e-05,2.9e-05,2.7e-05,3.1e-05,2.4e-05,3.4e-05,3.2e-05,2.7e-05,2.4e-05,2.3e-05,3.1e-05,3.3e-05,3.1e-05,25,29,34,31,27,28,26,35,40,23,25,14.5,12.3333333333333,29,35,25,29,39,29,27,31,24,34,32,27,24,23,31,33,31,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",2.1e-05,2.1e-05,1.8e-05,2e-05,2.1e-05,2.2e-05,3.2e-05,2.1e-05,2.8e-05,1.9e-05,2.1e-05,2e-05,2.7e-05,1.6e-05,1.8e-05,2.9e-05,2.9e-05,1.8e-05,2.6e-05,2.1e-05,2.4e-05,1.9e-05,2.6e-05,3.2e-05,1.5e-05,3.1e-05,2.2e-05,3.1e-05,1.9e-05,2.3e-05,21,21,18,20,21,22,32,21,28,19,21,20,13.5,16,18,29,9.66666666666667,18,26,21,24,19,26,32,15,31,22,31,19,23,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",1.5e-05,1.6e-05,1.4e-05,1.5e-05,1.7e-05,2.1e-05,1.8e-05,1.3e-05,1.9e-05,1.3e-05,1.8e-05,2.5e-05,1.4e-05,1.8e-05,1.9e-05,1.2e-05,2.3e-05,1.8e-05,1.4e-05,1.8e-05,2.1e-05,1.6e-05,1.9e-05,1.5e-05,2.4e-05,1.7e-05,1.8e-05,2e-05,1.8e-05,1.3e-05,15,16,14,15,17,21,18,13,19,13,18,8.33333333333333,14,18,19,12,23,18,14,18,21,16,19,15,24,17,18,20,18,13,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"117",1.3e-05,1.8e-05,1.8e-05,1.3e-05,1.6e-05,1.9e-05,1.4e-05,1e-05,1.4e-05,1.7e-05,1.8e-05,1.5e-05,2e-05,1.4e-05,1.3e-05,1.3e-05,1.3e-05,2e-05,1.7e-05,1.1e-05,1.3e-05,1.8e-05,1.4e-05,1.2e-05,1.4e-05,1.4e-05,1.5e-05,1.8e-05,1.6e-05,9e-06,13,18,18,13,16,4.75,14,10,14,17,18,15,20,14,13,13,13,20,17,11,13,18,14,12,14,14,7.5,18,16,9,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"118",1.1e-05,1.3e-05,1.6e-05,1.7e-05,1.6e-05,1.1e-05,1.1e-05,1.4e-05,1.3e-05,1.1e-05,1e-05,1.1e-05,1e-05,1.1e-05,9e-06,8e-06,1.5e-05,9e-06,1e-05,1.9e-05,1.2e-05,1.4e-05,1.4e-05,1.1e-05,1.1e-05,1e-05,1.8e-05,1e-05,9e-06,7e-06,11,13,16,17,8,11,11,14,13,11,10,11,10,11,9,8,15,9,5,19,12,14,14,11,11,10,18,10,9,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"119",7e-06,1e-05,1e-05,9e-06,7e-06,1.2e-05,1.5e-05,9e-06,1e-05,1e-05,1.3e-05,1.2e-05,1.3e-05,6e-06,1e-05,8e-06,7e-06,1e-05,8e-06,6e-06,1.1e-05,1.7e-05,8e-06,1e-05,1.2e-05,7e-06,1e-05,8e-06,9e-06,1.4e-05,7,10,10,9,7,12,15,9,10,10,6.5,12,13,6,10,8,7,10,8,6,11,17,8,10,12,7,10,8,9,14,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"120",8e-06,1.1e-05,5e-06,9e-06,8e-06,7e-06,9e-06,5e-06,1.1e-05,1e-05,8e-06,1.5e-05,1.6e-05,1.4e-05,9e-06,9e-06,9e-06,1e-05,8e-06,1e-05,9e-06,1.1e-05,1e-05,8e-06,1.2e-05,6e-06,8e-06,8e-06,8e-06,8e-06,8,11,5,9,8,7,9,5,11,10,8,15,16,14,9,9,9,10,8,10,9,11,10,4,6,6,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
"121",9e-06,5e-06,7e-06,5e-06,6e-06,7e-06,7e-06,9e-06,1e-05,9e-06,1e-05,8e-06,5e-06,6e-06,5e-06,7e-06,7e-06,6e-06,1.8e-05,8e-06,4e-06,6e-06,1e-05,9e-06,6e-06,9e-06,8e-06,6e-06,1e-05,6e-06,9,5,7,5,6,7,7,9,10,9,10,8,5,6,5,3.5,7,6,18,8,4,6,10,9,6,9,8,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"122",1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123",4.7e-05,4.6e-05,4.9e-05,4.6e-05,4.5e-05,5e-05,4.9e-05,4.8e-05,4.8e-05,5e-05,5.1e-05,4.7e-05,4.5e-05,5.3e-05,4.9e-05,4.8e-05,4.8e-05,5e-05,4.6e-05,4.4e-05,4.9e-05,4.6e-05,5e-05,5.1e-05,4.5e-05,5e-05,4.3e-05,4.8e-05,4.8e-05,4.8e-05,47,46,49,46,45,50,49,48,48,50,51,47,45,53,49,48,48,50,46,44,49,46,50,51,45,50,43,48,48,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",2.6e-05,2.5e-05,2.4e-05,2.1e-05,2.3e-05,2.3e-05,2.6e-05,2.7e-05,2.1e-05,2.9e-05,2.7e-05,2.3e-05,2.6e-05,2.4e-05,2.6e-05,2.5e-05,2.3e-05,2.3e-05,2.6e-05,2.7e-05,2.7e-05,2.4e-05,2.4e-05,2.7e-05,2.4e-05,2.2e-05,2.5e-05,2.5e-05,2.4e-05,2.7e-05,13,25,24,21,23,23,26,27,21,29,27,23,26,24,26,25,23,23,26,27,27,24,24,27,24,22,25,25,24,27,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125",1.4e-05,1.6e-05,1.8e-05,1.8e-05,1.6e-05,1.6e-05,1.2e-05,1.6e-05,1.4e-05,1.6e-05,1.9e-05,1.8e-05,1.7e-05,1.4e-05,1.5e-05,1.5e-05,1.7e-05,1.8e-05,1.5e-05,2.1e-05,1.5e-05,1.4e-05,1.4e-05,1.3e-05,1.7e-05,1.6e-05,1.6e-05,1.8e-05,1.7e-05,1.8e-05,14,16,18,18,16,16,12,16,14,16,19,18,17,14,15,15,17,18,15,21,15,14,14,13,17,16,16,18,17,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
