"","sigma","mu1","mu2","delta","Delta_B1ELT","Delta_B1ERT","Delta_B1sym","rbar1_sharpELT","rbar1_sharpERT","rbar1_sharpsym","rbar1ELT","rbar1ERT","rbar1sym","rbar2_sharpELT","rbar2_sharpERT","rbar2_sharpsym","co.fracELT","co.fracERT","co.fracsym","co.meanELT","co.meanERT","co.meansym","co.numELT","co.numERT","co.numsym"
"25",0.4,0.1,0.3,0.2,0.00556530480635762,0.0055213338133417,0.00555016189116492,-0.014142482671911,-0.0142327198773197,-0.0141640590324434,-0.0341837314351135,-0.0342021431614037,-0.0342170003875544,0.0256065535695602,0.0254907570974257,0.0256031032462759,8.01e-05,8.44e-05,8.25e-05,75.7,84.4,77.2333333333333,1.1,1,1.2
"26",0.4,0.1,0.3,0.3,0.00627491535007681,0.00629452285553877,0.00631986426992766,-0.0254931994435984,-0.0256369918744433,-0.0255708616009716,-0.052213504681816,-0.05220971458537,-0.0521893515556933,0.0329952205882944,0.0328672455664654,0.0329383542246494,5.69e-05,5.4e-05,5.81e-05,53.85,44.7666666666667,51.6,1.1,1.4,1.2
"27",0.4,0.1,0.3,0.4,0.0060248481795147,0.00602162073465023,0.00596281605873944,-0.0396418491930375,-0.0397359707587648,-0.0397949034888273,-0.0708721940888624,-0.0708703082479223,-0.0709303788087432,0.0372551930753396,0.0371559582238078,0.0370982913786553,4.02e-05,3.86e-05,4.4e-05,40.2,36.95,41.6,1,1.1,1.1
"28",0.4,0.1,0.3,0.5,0.00514151172822307,0.00504791260298491,0.005080596620572,-0.056865071824183,-0.0570075202944317,-0.056786661190227,-0.0902442138894017,-0.0902693090672545,-0.0902906128691506,0.0385206537934417,0.0383097013758077,0.0385845482994955,3.25e-05,3.31e-05,3.36e-05,29.85,33.1,33.6,1.2,1,1
"29",0.4,0.1,0.3,0.6,0.00366780868905397,0.00372764580893735,0.00367475718883536,-0.0769276573100365,-0.0769835681902282,-0.0768668674208524,-0.11041212548646,-0.110397224835633,-0.110428069722595,0.0371522768654776,0.0371413024543417,0.0372359594905779,2.67e-05,2.92e-05,2.45e-05,24.8,27.8,24.5,1.1,1.1,1
"30",0.4,0.1,0.3,0.7,0.00212509141433026,0.00196202841394986,0.00207903990483655,-0.100442671573075,-0.100571601649968,-0.100658377030038,-0.131374472192362,-0.131445541287369,-0.131379932402358,0.0330568920336169,0.0328359680513509,0.0328005952771563,2.25e-05,2.25e-05,2.07e-05,20.3,22.5,18.95,1.2,1,1.2
"31",0.4,0.1,0.3,0.8,0.000610491832954178,0.000523159555169087,0.000637572451251474,-0.128226617342382,-0.128001443207554,-0.128149307401424,-0.153226961866979,-0.153251001758357,-0.153247724037584,0.0256108363575512,0.025772718105972,0.0257359890874119,2.13e-05,1.88e-05,1.87e-05,19.85,18.8,18.7,1.1,1,1
"32",0.4,0.1,0.3,0.9,-0.000422644435736507,-0.000352019685739754,-0.000355917511314533,-0.160521785752614,-0.161029565586532,-0.160926039054258,-0.176048877826061,-0.17603899472276,-0.176087214214962,0.0151044476377109,0.0146574094504881,0.0148052576493891,1.99e-05,1.7e-05,1.95e-05,19.9,17,18.8,1,1,1.1
"33",0.4,0.1,0.3,1,-8.70490542135777e-05,4.20587827134928e-05,-2.12741484517645e-05,-0.199794053589868,-0.20034006879036,-0.199986840889505,-0.200087840794467,-0.200001625213898,-0.200019130852587,0.000206738150384972,-0.000296384793748338,1.10158146300603e-05,1.61e-05,1.55e-05,1.41e-05,15.25,15.5,14.1,1.1,1,1
"34",0.4,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0.001001,0.001001,1001,1001,1001,1,1,1
"35",0.4,0.1,0.4,0.1,0.00453679868586325,0.00452007846343497,0.00451633663794717,-0.0144865439019927,-0.0145161157688183,-0.0145136998477765,-0.0248817472356805,-0.024886626115527,-0.0249030418969537,0.014932002019551,0.0148905888101437,0.0149056786871244,0.0001129,0.0001084,0.000108,112.9,108.4,108,1,1,1
"36",0.4,0.1,0.4,0.2,0.00682867474765426,0.00681589250605491,0.00677758629241746,-0.0317723339491974,-0.0318419470500266,-0.0318467776523571,-0.0506594891309635,-0.0506645421490656,-0.0506956417099172,0.0257158299294204,0.025638487605094,0.0256264503499776,5.42e-05,5.51e-05,5.66e-05,54.2,55.1,56.6,1,1,1
"37",0.4,0.1,0.4,0.3,0.00746142550916663,0.00747334029444688,0.00744809923157787,-0.0519020004093022,-0.0518853459394974,-0.0519384839631399,-0.0773957092193616,-0.0774137106380135,-0.0774130150748221,0.032955134319226,0.0330017049929631,0.03292263034326,3.79e-05,3.35e-05,3.55e-05,36.1,33.5,35.5,1.1,1,1
"38",0.4,0.1,0.4,0.4,0.00684163822630815,0.00685901797135014,0.00689875980767904,-0.0750012313307075,-0.0749079310618125,-0.0749506231874531,-0.105218002099963,-0.105219400589214,-0.105204963595775,0.0370584089955636,0.037170487498752,0.0371531002160006,2.76e-05,2.88e-05,2.61e-05,26.15,27.4,26.1,1.1,1.1,1
