"","sigma","mu1","mu2","delta","Delta_B1ELT","Delta_B1ERT","Delta_B1sym","rbar1_sharpELT","rbar1_sharpERT","rbar1_sharpsym","rbar1ELT","rbar1ERT","rbar1sym","rbar2_sharpELT","rbar2_sharpERT","rbar2_sharpsym","co.fracELT","co.fracERT","co.fracsym","co.meanELT","co.meanERT","co.meansym","co.numELT","co.numERT","co.numsym"
"1187",0.8,0.3,0.9,0.9,-0.0166931754726912,-0.0161505088389788,-0.0164518275452752,-0.430567189348935,-0.430205416469411,-0.430204044740889,-0.510186657472907,-0.509829151634259,-0.510222365722906,0.0629262926512813,0.0634732263258689,0.0635664934367418,6.1e-06,5.7e-06,6.9e-06,5.7,5.7,6.9,1.1,1,1
"1188",0.8,0.3,0.9,1,-6.8006063627151e-05,-0.00016675389354026,-8.18006587793257e-05,-0.600224079884356,-0.599446417352121,-0.600507406068479,-0.599997261717639,-0.600191280034931,-0.600169560905808,-0.000294824230344319,0.000578108789269395,-0.000419645821450461,5.9e-06,5.4e-06,5.7e-06,5.65,5.4,5.7,1.1,1,1
"1189",0.8,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0.001001,0.001001,1001,1001,1001,1,1,1
"1190",0.8,0.4,0.1,0.1,-0.00432417631986202,-0.004271673715942,-0.00453918900787454,0.111171413358098,0.111108642030435,0.111198843398508,0.0433668476009493,0.0433821910313291,0.0431919840064843,0.0634803894372869,0.0634547772831635,0.0634676703841495,0.0001288,0.0001206,0.0001253,108.6,105.933333333333,101.85,1.3,1.3,1.4
"1191",0.8,0.4,0.1,0.2,0.000733217152930693,0.000873789852076069,0.000774317289144725,0.182219954322992,0.181845762501585,0.182225429197385,0.0819901125328477,0.0820074189013334,0.0820538128895756,0.100963058943075,0.100712133452328,0.100945933596954,6.3e-05,5.59e-05,6.19e-05,56.15,46.35,55.45,1.2,1.3,1.2
"1192",0.8,0.4,0.1,0.3,0.00775328098250276,0.00772691780129986,0.00795260402674405,0.233599737561663,0.233619617505943,0.233434846388921,0.117178340801909,0.11719390199363,0.117391274842913,0.124174677742257,0.124152633313614,0.123996175572752,4.4e-05,4.1e-05,4.07e-05,31.1833333333333,41,36.55,1.6,1,1.2
"1193",0.8,0.4,0.1,0.4,0.0146130181300138,0.014583878543266,0.0149790091524552,0.271833547067378,0.271722215663798,0.271990744421814,0.149395947784355,0.149396148553666,0.149816433188034,0.137050617413037,0.136909945653398,0.137153320386235,3.28e-05,2.97e-05,2.92e-05,26.3833333333333,27.6333333333333,26.2,1.5,1.2,1.2
"1194",0.8,0.4,0.1,0.5,0.0203953821015006,0.0204060954507972,0.020625466399859,0.300451435372207,0.300264930729361,0.300484448936698,0.179349488669218,0.179341879176369,0.179609096860901,0.14149732880449,0.14132914700379,0.141500818475656,2.65e-05,2.46e-05,2.14e-05,20.55,19.0333333333333,18.5,1.4,1.6,1.3
"1195",0.8,0.4,0.1,0.6,0.0245750136769269,0.0244604003107887,0.024788480170396,0.319842815457187,0.319464177453744,0.319547543295713,0.207120504425337,0.207062990479501,0.207434691055066,0.137297324708777,0.136861587285032,0.136901332411042,1.66e-05,1.96e-05,1.8e-05,15.8,17.5,13.9166666666667,1.1,1.3,1.5
"1196",0.8,0.4,0.1,0.7,0.0260855691905114,0.0262439249604949,0.0261877991953371,0.331070467324905,0.33082427199053,0.330774940929923,0.232905356358964,0.233099427143292,0.233014400922072,0.124250680156452,0.123968769807733,0.123948339203188,1.83e-05,1.68e-05,1.61e-05,16.5666666666667,12.7666666666667,12.05,1.2,1.5,1.4
"1197",0.8,0.4,0.1,0.8,0.0247482173403153,0.0247213770355422,0.0242362584117835,0.333259863191781,0.333148405844436,0.333599449461016,0.25717514595499,0.257062874678479,0.256813484219005,0.100832934577107,0.100806908201499,0.101022223653794,1.51e-05,1.45e-05,1.46e-05,13.6,10.9166666666667,14.6,1.2,1.5,1
"1198",0.8,0.4,0.1,0.9,0.017522357095763,0.0177837871831263,0.017239809226829,0.325242959831592,0.324934761748261,0.325278023863683,0.279337817479572,0.279504509469397,0.279221619978009,0.0634274994477834,0.06321403946199,0.0632962131125034,1.08e-05,1.25e-05,1.33e-05,10.8,11.9,12.1,1,1.1,1.3
"1199",0.8,0.4,0.1,1,-8.23420332447111e-06,8.49880549431587e-05,-0.0003308926949739,0.300217293991637,0.300153017483332,0.300037610195165,0.300132366785773,0.299986281657551,0.299834216935304,7.66930025394168e-05,0.000251723880723799,-0.000127499435113056,1.15e-05,1.36e-05,1.01e-05,10.95,13.15,9.1,1.1,1.1,1.2
"1200",0.8,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0.001001,0.001001,1001,1001,1001,1,1,1
"1201",0.8,0.4,0.2,0.1,-0.000364017920296203,-0.000461268054109019,-0.000509869836514752,0.0941115658678841,0.0940909507486949,0.0940980485769152,0.0302696455175899,0.0302369956390952,0.0301077081408531,0.063477902429998,0.0633926870554906,0.0634804705995474,0.0001946,0.0001849,0.0002038,141.54,152.25,141.583333333333,1.9,1.5,1.8
"1202",0.8,0.4,0.2,0.2,0.00452362928336662,0.00453639886972323,0.00449493799607522,0.153596585669578,0.153288418453557,0.153597647810086,0.0570780203186757,0.0570716446514849,0.0570690134244157,0.101042194634269,0.100753172671795,0.101023572381746,9.25e-05,8.86e-05,0.0001007,73.5333333333333,60.4666666666667,68.0033333333333,1.4,1.7,2
"1203",0.8,0.4,0.2,0.3,0.0100992218693049,0.0100483702944659,0.0102894018046368,0.195050048276242,0.195102341135562,0.195287142779778,0.0811706610210176,0.0811800921058098,0.0813972631855835,0.123978609124529,0.123970619324218,0.124179281398831,6.04e-05,6.94e-05,7.15e-05,47.5833333333333,51.75,53.6666666666667,1.5,1.6,1.6
"1204",0.8,0.4,0.2,0.4,0.0154169610723373,0.0152504547151571,0.0155514835167834,0.225133995275336,0.225176158907122,0.225197559450411,0.103271833215252,0.103190683056782,0.10353914445536,0.137279123132422,0.137235930565497,0.137209898511835,4.34e-05,4.78e-05,4.43e-05,38.85,29.8,34.35,1.2,1.8,1.5
"1205",0.8,0.4,0.2,0.5,0.0193537343988573,0.019530550560444,0.0195553220515407,0.245719681184002,0.244903116083211,0.245527571647717,0.123350964198544,0.12330604904122,0.123562724036595,0.141722451384315,0.141127617602434,0.141520169662663,4.42e-05,4.02e-05,3.89e-05,32.8166666666667,32.4333333333333,30.5,1.7,1.5,1.3
"1206",0.8,0.4,0.2,0.6,0.0218572836976375,0.0220184775215559,0.0220530556225106,0.257078013680084,0.257068029301146,0.25644113320959,0.141740809609483,0.141780889581692,0.141875762903406,0.137194487768238,0.137305617241009,0.136618425928694,3.49e-05,3e-05,2.55e-05,28.925,23.1666666666667,17.755,1.5,1.4,2
"1207",0.8,0.4,0.2,0.7,0.0226390337293477,0.0224586052031688,0.0226530180180111,0.260395690545818,0.260487999906926,0.260344607761456,0.158691970630157,0.158623128433665,0.158856215246514,0.124342753645008,0.12432347667643,0.124141410532953,2.65e-05,2.91e-05,2.65e-05,20.775,24.1166666666667,23.45,1.6,1.4,1.2
"1208",0.8,0.4,0.2,0.8,0.0206863905782264,0.0205417557322521,0.0201550046182555,0.254347013398754,0.254828168977829,0.254100353518515,0.17419855984593,0.174137875441732,0.173928909607403,0.10083484413105,0.101232049268349,0.100326448529368,2.34e-05,2.31e-05,1.82e-05,17.5166666666667,16.075,17.7,1.5,1.7,1.1
"1209",0.8,0.4,0.2,0.9,0.0144680163077861,0.0141307352087471,0.0140769947933594,0.23696556059409,0.236590953004965,0.237468311133159,0.187975603086517,0.187847196720793,0.1876866070051,0.0634579738153598,0.0628744914929193,0.0638586989214182,1.72e-05,1.74e-05,1.91e-05,14.05,15.55,13.1583333333333,1.3,1.2,1.7
"1210",0.8,0.4,0.2,1,6.8813391507947e-05,0.000162927341332521,-8.34314091928342e-05,0.199994003864246,0.199722644002741,0.200381077313524,0.199998831306074,0.200220266001474,0.199887647022068,6.39859496797213e-05,-0.000334694657401122,0.000409998882263172,1.93e-05,1.39e-05,2.15e-05,15.75,12.9,18.6,1.3,1.2,1.2
"1211",0.8,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0.001001,0.001001,1001,1001,1001,1,1,1
"1212",0.8,0.4,0.3,0.1,0.00350400155430684,0.00348079672916298,0.00332450578330264,0.0781464355276273,0.0781817448492348,0.0782312923188142,0.0182626119025901,0.0182538053968579,0.0180760851858081,0.0633878251793441,0.0634087361815399,0.0634797129163088,0.0005148,0.0004575,0.000544,181.461111111111,230.938461538462,273.955681818182,4.5,3.9,3.9
"1213",0.8,0.4,0.3,0.2,0.00839085447217366,0.00833599840150988,0.00837046376068279,0.12636675125749,0.126531260729012,0.126208243777991,0.0338390818180079,0.0338516401132169,0.0338224599081973,0.100918523911656,0.101015619017305,0.100756247630476,0.0002963,0.0002917,0.0002616,139.9,135.841666666667,140.322380952381,2.9,3,3.8
